,대출등급
12581,1
51578,0
77366,1
94324,6
76988,0
2505,2
77255,0
37943,3
46319,2
43381,4
63607,2
90872,0
45076,4
36706,2
81823,0
77073,1
58736,4
48155,3
25332,3
66736,1
50869,2
54322,1
55103,2
59562,1
81506,1
68772,3
54456,1
27009,1
86432,2
74637,4
66112,3
41901,2
8947,3
71134,1
54571,3
53234,1
78182,4
90513,2
72242,2
90071,2
6034,0
62413,0
2822,1
54104,1
38828,0
66303,3
2397,0
67178,0
48040,1
11303,2
74202,2
88663,3
72180,0
94872,2
91758,2
28172,5
92071,1
64846,1
17813,0
55570,1
89900,0
44311,2
57993,2
81057,0
39064,1
30380,1
90938,2
12197,0
49204,2
73459,3
76912,2
50670,3
59312,3
53966,1
40339,2
87737,1
82872,1
85799,2
16573,1
32074,2
19714,2
51107,0
60047,4
14817,2
67370,1
18850,2
63545,2
93030,0
8723,1
22963,2
19268,2
84921,1
79487,2
53580,1
51015,1
75664,0
13006,0
93576,3
89339,2
63540,2
46815,4
74133,0
9658,1
3751,1
70532,4
86741,4
40294,2
63837,0
6214,2
84220,3
23659,1
48145,2
42637,1
20064,0
15311,1
87955,4
64388,2
46355,4
61553,2
85103,1
14874,2
91009,2
77856,2
27211,2
36898,3
21363,1
92736,1
74008,2
29203,4
311,3
78982,1
37628,4
26727,1
95732,1
86457,1
48328,2
69719,1
38036,1
4029,4
11883,5
41104,1
53764,4
56960,1
63793,2
91585,1
20697,1
72637,3
78126,3
74463,2
85192,1
76880,3
70953,0
25423,3
57478,0
61657,2
58855,0
14099,0
3113,2
9471,1
45179,2
94751,3
23496,2
15740,1
48487,2
17101,3
66735,3
13213,2
40235,1
36838,1
3353,1
28017,0
69676,0
79397,2
13326,3
91239,0
1624,1
80655,0
77001,3
29541,1
21344,2
93352,3
72740,2
84956,2
55691,0
52022,2
28431,3
17692,1
17331,1
4546,0
94115,6
86502,5
80762,1
32616,2
52591,3
87092,3
74831,4
75176,4
56508,0
7957,3
66641,4
21806,4
86209,2
21294,2
26383,2
46853,2
50859,2
23951,0
12554,0
2604,2
3852,5
41760,1
95365,1
57836,1
93309,2
93044,3
47,3
44475,4
89285,4
44783,0
63178,3
26837,2
63057,1
53050,2
66884,1
27432,2
31732,0
18260,2
64352,2
66865,0
69091,4
37713,0
49716,1
92290,1
29625,2
18411,2
69750,2
88813,2
78068,0
959,0
27992,1
92890,2
64488,1
40064,2
47689,3
65452,2
53606,1
32419,4
24624,3
77706,4
79770,3
71405,0
51409,1
45110,3
13725,1
73908,3
84321,1
93062,1
57279,4
9581,4
18936,0
55744,3
95409,2
12355,0
69081,0
43700,2
64792,0
18199,1
48296,1
82166,0
17245,3
62377,5
70044,2
10370,2
41556,2
49757,2
7888,1
49729,2
86445,0
3379,1
30225,1
69659,1
81572,1
63910,2
25255,2
46633,1
35222,0
80815,2
31544,3
35182,3
73653,1
20203,1
53434,1
3520,2
32359,2
40824,0
26957,0
63850,5
67237,0
22563,0
93681,2
42065,0
74626,1
45064,1
82173,2
35501,5
59262,1
46055,3
55297,1
84832,3
73607,2
84633,3
27975,2
60699,1
53118,2
45689,0
191,1
92368,1
60520,1
57435,0
61583,1
89314,0
58780,5
76605,2
17522,2
47922,3
75361,5
89982,2
3600,0
88210,1
7886,0
17851,0
7480,3
75343,2
15963,2
439,2
12768,3
50064,2
55351,3
67367,1
28502,3
85466,1
65084,4
37946,1
24572,1
22974,3
5609,0
17706,2
560,1
7560,2
55957,3
94081,1
55907,4
63835,1
47091,2
69541,4
84776,4
5573,0
28485,2
83366,3
50421,2
66189,3
4771,2
81616,1
54455,1
54107,4
33734,1
32326,1
13102,0
38767,1
26110,2
44545,1
27400,1
22561,2
59414,4
72403,0
78800,1
43223,3
24281,1
74948,1
10709,1
82515,2
63525,1
37634,5
420,1
39886,2
37536,1
83485,0
68296,4
63941,2
69780,2
68019,1
47369,1
26119,2
7750,4
16551,1
51675,2
31347,3
67388,1
19506,0
79296,2
32797,2
42482,2
95403,1
95937,1
49059,2
15898,1
39055,2
75980,1
28287,1
49199,5
31556,1
59116,1
20642,0
21113,1
44326,1
9568,2
9890,3
24181,3
20392,0
705,5
17663,1
3247,3
46844,2
82519,2
62994,1
47647,3
57010,0
40142,1
57588,1
54285,2
29054,0
74718,2
69585,1
27086,2
45386,3
66744,5
70703,2
25357,3
95010,2
24881,4
1905,0
41253,0
53376,5
54122,1
36847,0
34482,2
17154,1
38170,3
63021,0
43115,1
24149,1
36723,0
6026,1
85027,0
45272,4
26986,0
4114,3
2471,1
12662,1
34834,0
84307,0
55776,0
77587,2
25910,3
71990,0
54112,1
55981,1
70746,0
35830,2
47367,2
56986,2
27013,1
42010,1
22820,0
31354,1
90328,2
65327,2
3584,1
42527,1
46116,1
38998,4
68397,4
36630,3
68094,3
92175,0
890,2
6078,1
4722,2
12482,0
70292,1
50636,2
67107,3
16201,4
71112,0
33826,3
77807,3
32050,1
86268,4
5079,1
48633,0
95820,1
7041,2
643,0
79060,0
67217,4
82039,1
37123,2
90749,2
45291,2
8995,2
68633,2
85110,3
40215,1
30870,1
36720,0
9941,1
88526,1
23518,1
16403,2
78890,2
22575,2
33428,1
56018,1
8477,1
28871,3
58628,2
20829,2
56850,3
69,1
52028,0
40579,1
31994,2
82591,3
77590,1
18927,4
84601,1
87327,2
74625,0
77334,4
18155,3
31677,1
13147,1
46109,0
82179,2
86483,3
30453,1
21902,1
87276,4
71296,4
66542,2
48216,1
22591,2
44709,1
8094,2
89582,3
59621,2
61537,4
58637,1
86134,1
88717,2
58185,0
77909,1
77131,1
19857,1
3107,2
71531,0
60012,3
67269,2
48481,1
26918,2
64326,1
2402,0
88810,0
8888,2
13194,3
5159,2
54801,1
30149,3
18442,1
50795,1
46281,0
18744,1
16855,4
33808,1
69267,2
29826,1
93426,3
52432,2
20363,5
74974,0
38565,1
75401,5
90023,3
40770,1
3741,3
42296,0
32831,0
80460,2
33457,4
89889,4
81201,2
46640,1
83470,4
22286,5
32778,3
11512,0
32939,2
53204,1
56657,2
96006,0
90386,4
88117,3
74856,1
93276,0
62107,0
41099,0
47289,0
85652,2
62551,2
288,1
74841,0
91504,3
2364,1
14500,2
27483,0
15009,1
16106,3
14126,1
52787,1
70955,1
47280,2
81144,3
90717,2
55888,2
73788,0
36466,1
87559,2
91352,1
76000,2
28276,2
16108,2
24098,1
91525,1
65954,2
80506,0
39498,1
82153,2
87301,0
83381,2
735,2
92386,0
18422,3
77126,0
18059,2
50070,1
65663,1
14907,2
27113,1
4149,4
13233,4
50578,0
80753,1
94474,3
87605,1
34067,2
1329,1
30364,0
17780,1
65628,1
37950,1
92068,2
22446,1
83953,1
6826,2
33409,1
76386,3
73553,2
38306,0
89483,0
11520,3
70657,0
65640,1
77493,1
90101,2
62761,1
13687,2
133,2
40997,2
93868,3
22891,1
34362,2
57869,1
43336,2
3822,4
13374,1
74193,4
83864,3
56012,2
24887,2
55431,3
5776,2
63526,1
27199,2
10456,0
66079,3
36510,1
17914,1
22439,2
45790,1
62044,2
71049,3
21481,2
9097,4
59339,0
26819,3
88435,3
13867,0
19330,2
65778,0
61336,1
33738,0
85022,1
92434,2
34880,6
49158,2
64321,0
71830,1
20987,0
68480,2
53991,1
50101,3
44289,0
35049,0
57550,2
32860,3
53915,1
67955,1
79552,2
27360,2
23043,0
41702,1
9173,2
35661,1
61599,3
22468,1
76323,4
88799,1
78394,1
39776,1
74615,1
75160,1
17048,0
65877,0
4919,2
58367,2
24431,3
84433,0
3100,1
38842,2
89309,5
50711,0
12134,1
42537,3
62019,4
89110,3
31883,0
61539,0
22243,3
45275,2
3404,0
79678,2
40986,1
91716,4
90967,2
62730,3
81883,3
80730,0
1791,2
30632,4
22063,1
1251,0
51405,2
36978,1
68345,1
63721,0
42945,1
32599,1
21843,1
82590,1
84369,0
44586,0
74557,4
66758,3
84747,2
680,2
37867,1
22615,2
48044,1
61771,3
8762,0
59286,2
34787,1
26454,2
6273,4
75648,3
30704,0
23828,1
10197,4
25204,0
3670,1
70705,3
6733,1
32514,1
95796,0
65699,3
34168,2
87656,4
11551,2
56268,2
61080,2
68005,2
74037,3
83997,0
18034,1
8261,1
51313,1
56575,0
74383,3
62163,2
29106,2
28683,2
38318,2
17047,1
84655,0
27781,1
21656,2
66387,2
32015,2
4252,1
48719,4
33766,1
23938,0
57496,2
88274,0
80996,4
36651,3
18166,3
60586,3
85150,4
53666,3
49432,1
59138,2
9934,1
79190,0
70733,2
714,2
87983,1
18993,2
35788,2
21829,1
46096,2
43012,1
44617,1
13885,1
92372,3
32428,3
28236,3
24166,3
50822,2
85976,0
71040,1
84755,1
51034,1
376,1
26021,0
82616,1
59373,1
50933,4
51272,1
23324,2
58862,1
34408,3
3773,2
7063,2
14714,0
52935,4
40843,0
72777,1
91728,2
50584,2
24491,3
77338,2
94653,2
89699,1
12748,3
84006,4
21919,1
2162,0
21034,2
74160,0
27885,1
50792,6
40903,2
8468,0
13592,2
20994,3
67002,3
57369,1
59230,2
19476,3
59060,0
75945,0
9921,2
54430,2
37846,0
38031,5
4857,2
13290,1
49028,3
46936,2
48721,2
32168,1
13538,1
93453,1
63654,2
4808,2
2261,3
93749,1
28519,3
90974,1
91548,1
64115,2
16139,2
21065,2
39785,2
92633,0
60778,0
10584,1
5853,5
52251,2
203,5
84359,3
16310,1
55708,1
59916,1
30805,5
30833,4
5290,1
63477,0
52515,2
52949,3
82097,1
89545,1
19650,0
71952,3
89038,1
24693,2
6551,1
47695,1
63807,0
4025,2
65374,2
82336,2
81708,1
30585,1
92616,1
29055,0
66628,2
80914,3
43299,3
45513,3
69888,2
11949,1
75498,0
84082,4
83146,0
90190,1
2640,2
20885,2
47519,3
88455,1
16625,2
55927,1
94153,2
82767,2
9347,3
60564,4
6066,2
4478,1
67227,0
47873,0
59758,0
62612,2
66453,2
42062,2
63768,3
37266,0
70164,2
56406,0
43224,0
41477,2
69628,0
57268,2
56750,3
6317,0
49868,2
86297,4
59099,1
53723,2
68587,2
80222,2
63206,3
86917,2
70130,1
13295,3
56795,4
64847,2
5931,2
39130,3
26108,4
7879,3
87026,2
70861,1
51917,0
40091,3
14563,2
54971,2
72171,2
87375,2
27267,2
75544,1
68619,1
76797,0
6594,2
77132,2
81527,0
1367,0
70726,1
55407,1
60726,3
3445,2
16174,2
79069,3
21103,3
45958,3
8142,1
21663,1
44926,0
78301,1
54460,1
51011,1
49787,2
24363,2
61236,1
77777,1
71665,2
47936,2
18056,0
20888,0
2676,3
83452,5
2482,1
895,2
91960,0
50817,4
88110,4
63399,1
11523,3
42255,2
74043,2
80155,1
95441,1
1931,4
71433,2
14240,1
81451,3
55539,1
55871,3
46507,0
2876,2
49332,1
56196,2
82357,2
14379,1
19265,0
30786,3
21450,5
67319,1
58734,1
78682,0
87751,0
7219,1
52722,0
65422,3
70880,2
76313,3
65348,2
14723,2
48108,3
18010,2
54964,2
112,5
80649,2
81050,1
40459,1
1844,1
40727,4
50018,0
3994,3
1190,1
56698,2
14825,2
55656,4
91748,1
39161,3
39624,1
55467,0
37327,2
59048,3
28654,0
45332,1
45269,0
93526,0
35170,1
57753,3
45772,2
93915,2
55284,2
11627,2
91470,5
10561,2
71528,0
17243,3
22160,0
41706,0
44184,2
32101,1
7916,2
73534,3
95959,2
6227,2
54933,1
1473,4
35926,1
88761,1
27046,3
62854,3
58804,0
65035,1
16665,3
80119,2
79235,2
46969,2
58861,1
79401,3
63848,2
73595,0
1130,1
7990,2
68150,4
31440,1
17024,2
10074,2
14807,0
79869,2
93781,1
46947,1
5958,2
20890,0
73426,4
90225,2
40206,0
86084,1
74797,0
52475,1
35810,0
47778,4
89905,4
36743,2
81904,1
53259,3
17580,2
15051,4
37269,0
49055,3
27282,2
70824,3
93337,1
49570,0
70100,0
24759,0
35183,3
16887,1
16826,2
20230,1
51273,2
57502,0
87885,2
62111,2
56577,5
25412,0
31202,0
64319,4
6401,1
15032,1
36867,2
51514,0
53801,1
83586,0
38890,0
37671,3
15336,0
63726,3
88559,1
14431,3
51862,1
18393,6
54276,2
31481,4
3010,0
64486,2
18341,1
30866,4
58732,4
88666,0
42034,0
77354,4
33748,1
44222,1
70496,0
77244,3
42016,0
19553,0
9993,2
68388,4
67744,1
23411,4
43943,4
13139,1
44413,2
72357,0
57228,2
45779,1
5572,3
48991,3
7505,1
2993,2
81459,1
9847,0
37680,1
94856,1
45093,1
5116,3
61514,3
32669,3
41676,1
88330,2
20367,2
28084,2
46085,3
40832,0
53825,2
42379,3
44385,6
6657,0
34065,2
54208,2
95696,2
39239,1
45570,0
68041,4
8152,1
95734,3
4339,0
66056,2
78889,2
89713,0
66504,2
771,1
10588,1
7036,2
30005,2
14426,2
66800,1
22492,3
42040,1
87380,3
28545,3
87891,3
21816,2
58098,0
1671,3
27874,2
39489,2
95080,0
65545,2
12054,1
74052,1
71539,2
92255,2
70120,0
49342,2
62109,2
92732,1
54355,3
87403,1
2241,1
71304,3
58385,2
55255,1
25010,0
62148,3
41353,1
86533,0
58089,2
73185,2
37418,2
2016,4
46802,2
4786,1
83878,2
95848,1
94986,1
26471,2
83643,3
94266,2
626,4
91603,0
18934,1
13893,3
88352,0
87779,1
19256,2
82316,0
12849,1
8631,2
63163,2
69058,2
10156,1
64677,4
32788,0
86727,2
68768,1
23831,1
31035,3
85968,1
14328,3
24180,1
48093,2
78616,1
61299,2
43724,4
28789,1
70530,1
88610,3
85742,1
92261,2
72982,2
84315,3
68026,1
14626,0
21023,3
39619,3
40851,1
61951,2
16353,0
46830,3
50887,2
5827,2
23681,3
1560,2
44439,4
26094,3
82790,1
83861,1
34167,2
83991,2
36423,2
95042,0
33911,1
66871,5
70742,2
11191,2
59724,2
69609,1
42124,4
31924,1
45734,0
81378,0
59962,0
76234,2
77656,5
69462,1
30766,4
43118,1
84919,2
46889,1
42189,5
82999,1
74154,1
32228,1
75689,1
31228,3
36129,3
533,0
67884,3
57173,3
25813,1
74258,4
17232,4
71217,2
7186,1
59128,2
29377,5
38638,0
81252,2
4564,0
88670,2
59921,2
5176,5
13025,0
80160,3
16416,0
41582,3
9637,2
19220,1
82132,2
92822,4
69260,0
53526,0
781,3
79473,4
31076,2
81008,2
50898,4
51720,4
27572,0
74921,3
4368,1
52983,3
78678,2
84751,0
25914,1
17142,2
22119,1
40715,2
72889,4
6470,3
85050,2
12654,0
89296,4
72781,2
23627,3
21263,0
8436,1
56894,4
52046,2
68701,5
5745,1
11249,1
13823,2
8820,0
62807,3
34041,3
59877,4
45370,1
72445,2
64251,1
46126,4
56026,4
84913,5
64874,1
90432,2
93372,5
45670,1
72411,1
72764,1
43870,1
46903,0
86924,4
34279,2
37612,3
50338,2
33199,1
7059,2
90892,1
54624,2
28827,1
48621,5
28886,2
84957,2
35393,1
21565,1
90278,1
43935,3
29698,2
56124,4
32734,1
28385,2
23449,2
23000,0
41703,1
88934,4
87764,3
82139,0
23050,1
43586,1
16213,3
50256,2
8882,1
15600,1
71585,1
21577,1
75652,3
35745,3
85296,1
49766,3
32501,0
93178,0
72121,2
17902,1
30831,2
47402,2
39020,3
73522,2
14236,3
81317,1
77721,2
8903,1
39735,3
88945,1
39503,2
58537,1
79674,2
21777,2
53136,2
15817,2
83554,2
46677,2
64448,0
42538,0
7030,2
72587,3
78047,1
89254,5
39390,1
71257,1
69358,3
27387,1
11236,4
34015,3
57888,2
47156,1
78586,2
60390,2
65530,5
22214,2
80287,1
5789,1
28216,5
10970,3
83042,1
67892,1
41458,0
8380,3
62559,1
7788,2
92806,2
17335,3
80661,1
21787,4
91641,1
80466,1
91644,1
92027,4
62869,3
89879,0
4084,0
17427,3
4956,2
75330,2
53220,2
85848,1
54413,2
95037,1
48214,2
25575,3
48125,2
40678,4
22333,1
41198,2
61585,2
18973,2
17215,1
27457,1
14910,1
46620,1
90849,1
5292,1
40695,2
72664,2
13723,2
68831,1
62105,1
50571,1
57361,5
7147,2
36170,1
184,0
28832,2
65730,4
9901,3
31755,1
50016,0
70018,3
20200,2
14000,0
72131,4
32316,5
60525,3
22351,2
17573,0
14565,0
27919,2
69701,1
80363,0
48578,2
23128,4
29737,1
81350,3
36417,0
68682,1
44621,1
38245,1
94435,3
92627,1
76443,2
32227,2
40922,1
79237,4
64185,2
71524,3
74330,1
73193,2
40992,0
87515,2
88755,2
6893,1
94589,1
70293,0
27454,4
47353,0
20850,1
59098,3
77904,3
20265,1
58959,1
57998,2
37322,2
48960,1
23808,2
50950,1
95964,0
87096,2
38104,2
4534,1
84485,1
26707,4
13903,2
93004,1
9425,3
16102,2
89967,4
63942,1
58159,2
66340,3
53133,1
37148,2
7000,3
43626,1
32643,2
3017,2
51417,1
76996,1
43453,3
75220,0
1223,3
17429,0
75838,2
90991,1
61625,2
30283,2
80308,2
39499,0
32801,1
87648,0
32716,1
76721,2
61495,1
69259,0
3391,2
68766,2
41088,3
60617,3
46119,4
77328,2
7883,2
43601,0
82665,1
48712,1
71881,0
47663,0
93788,2
52923,2
13227,2
37421,0
94091,1
87688,2
5285,0
32936,3
87030,2
57317,1
56526,2
12502,0
45375,2
21100,0
16967,2
56648,4
22344,1
7649,2
58252,2
76715,0
77865,1
63188,3
51644,2
2910,4
72933,1
50532,1
78181,2
9912,2
17786,0
2159,4
76527,2
80566,2
28436,2
26920,3
93801,1
16784,1
96283,2
43421,2
81354,1
56319,1
78409,2
52653,2
64842,1
35011,1
9949,3
8571,4
30941,0
37783,2
95372,0
43252,5
84112,4
64270,2
27982,0
32824,3
87446,2
29149,1
33542,5
52922,3
31034,3
10083,2
23879,4
46106,2
86597,2
66670,4
7836,3
7766,2
57950,5
7010,2
44506,3
46136,1
45302,1
13475,3
43541,0
18309,4
92278,0
27563,1
31399,3
66778,2
51062,2
72146,4
34324,1
63456,3
52231,4
5675,1
88279,4
27377,3
21476,2
14886,1
13889,0
35656,4
58543,1
26107,2
65939,0
43499,0
70317,1
1937,2
78694,4
49490,0
4215,0
92082,0
49928,2
30988,2
28517,1
44504,2
64681,4
28749,3
397,1
4927,1
65931,2
51443,2
64037,1
12102,1
85319,2
16121,2
54542,2
63597,1
4351,2
25956,0
78888,3
35203,0
11718,1
57336,2
35488,1
44572,3
14127,0
1002,4
71200,1
46233,3
77129,0
84173,3
31802,2
87332,2
15733,1
79390,2
69539,0
36220,3
29814,1
94870,3
73654,2
96263,3
24927,1
92202,4
50617,0
78618,2
28747,2
93230,4
43438,0
14975,0
35486,1
78628,2
61165,2
20722,3
4870,1
17167,1
54262,0
62208,2
94840,1
88747,0
86537,4
29420,1
79311,0
71383,2
84875,1
31758,3
40645,2
6864,2
54805,4
30554,0
37528,1
6447,0
41493,2
55737,0
35990,2
13882,2
31807,0
18935,3
54193,5
68859,1
51766,1
21384,2
26671,2
65785,1
83310,4
23826,1
63646,3
93551,0
87090,3
88772,2
58294,3
60119,3
76663,2
94053,3
8985,1
72409,1
45547,4
16148,3
64015,0
70988,0
4209,1
90253,3
56091,1
75115,3
52847,1
78283,3
48731,2
23794,2
31748,2
85966,1
38714,4
70661,1
39746,2
34074,4
7078,5
12952,3
2345,1
59958,2
87163,3
41372,2
54194,1
56602,3
4710,1
14516,2
88438,5
36765,2
60800,2
8757,3
34173,0
73869,2
75525,1
95767,0
34466,1
57083,2
93810,1
13384,0
17977,2
29739,0
12391,1
19683,4
1245,3
72956,1
12521,2
20126,0
29154,4
28226,1
60889,2
61610,1
63523,1
32658,0
7051,0
22077,2
34387,2
17997,2
12249,4
33919,3
16657,4
5756,1
65884,2
42048,4
93740,2
24750,2
93919,3
40671,2
30345,1
9465,2
64398,2
21818,0
29447,2
67641,2
58821,0
71780,2
34593,0
26001,2
7405,1
91226,2
53213,1
24115,1
78302,2
18016,1
10429,2
80244,1
87671,2
53031,0
79071,2
41138,2
59799,0
15750,4
69613,2
95282,0
24746,0
49858,0
54497,1
37741,1
67233,0
3176,2
80970,4
45979,0
2093,2
17766,1
36636,2
77735,2
57776,0
31433,2
93954,3
14880,3
76735,0
57389,0
62934,2
7985,3
8330,1
43851,3
74608,1
32125,1
67534,2
30620,2
5518,1
21048,2
29547,1
28928,1
26618,5
79559,1
84556,2
49383,2
86363,2
95104,1
59338,2
33273,3
65141,1
57405,2
92842,2
6850,2
5665,3
36015,2
66874,2
70492,0
1240,2
39697,0
16056,1
86551,2
36020,0
9398,1
5161,4
69742,0
70998,1
89768,0
33310,4
4090,2
40597,2
40964,2
5237,1
66356,2
86090,4
72320,2
79732,0
6336,2
36469,3
10629,1
43523,2
89906,2
31281,1
13712,2
503,2
63448,2
87452,2
93302,1
24798,3
11477,0
15111,2
29655,2
50299,1
34626,4
39041,2
69309,3
4222,1
10115,3
62874,4
80156,1
34888,2
81273,0
28274,2
63940,2
87258,3
52676,0
32527,1
66313,1
31374,0
89069,2
55700,1
79897,1
91411,3
45736,1
75020,2
27802,1
49828,4
74758,5
3996,2
55454,0
29085,3
50936,2
21149,2
65494,0
32869,1
48979,3
94639,1
68437,0
7577,1
76406,2
58956,2
56439,1
60178,0
50488,2
84388,1
18470,2
92576,0
66605,1
13578,0
50775,3
95680,2
95939,0
47377,0
67757,2
94185,1
1113,1
74387,2
20338,1
53912,4
37895,4
73828,3
64284,4
42003,0
92020,1
43773,1
20257,0
33353,1
27644,2
93686,2
77482,1
23130,4
67236,4
91992,1
93346,4
78119,1
25374,2
60653,4
3759,1
54086,1
7093,2
58397,3
25463,1
54700,3
15193,3
64176,4
48212,0
41278,4
26352,1
33591,0
13760,1
4948,1
13109,0
48316,2
12397,2
49312,0
58676,5
84052,2
70775,2
46305,1
91147,3
15037,2
43280,3
48920,1
56441,4
24192,0
34313,3
45075,1
64990,2
45541,2
64316,2
30848,2
15156,2
45150,2
84444,4
74639,2
74859,1
59186,2
6693,1
71977,2
90919,0
63140,0
18986,2
296,1
18,2
28219,0
6462,0
82810,1
42612,3
47518,1
824,4
55716,3
55915,1
95994,5
3541,2
33090,3
82804,2
51260,3
90905,3
62676,0
75820,1
6069,1
33530,2
64385,2
19377,2
26409,2
33632,3
47180,3
25640,0
16723,2
81041,1
50314,4
82746,1
11809,4
20534,1
53778,1
59419,4
70874,0
84946,1
60562,2
53407,2
40839,1
75774,2
71001,3
35616,2
62782,2
17187,2
68030,5
45737,2
70133,2
63219,3
35736,1
77470,2
57942,4
55554,2
89047,2
83582,2
50599,2
42216,2
77151,2
20341,0
78597,1
32981,1
25146,2
28807,3
84379,1
41317,4
41798,3
64259,1
41499,0
93497,2
37058,1
15102,2
36060,2
88583,2
27735,0
29104,3
46900,1
181,2
23983,1
75511,1
38234,2
7768,0
39405,1
18623,2
95538,3
89491,2
13187,1
3447,0
3478,4
87564,3
85442,2
43549,2
53952,1
87708,5
36956,2
6489,1
49481,2
77157,1
44472,0
38818,1
86514,1
23934,4
51947,3
72144,1
38416,1
28048,1
37955,0
46849,2
31336,3
38493,4
19139,1
57210,1
8975,1
2277,2
19896,3
27934,1
53796,1
67415,1
29842,5
69834,4
34964,2
26810,3
36539,1
23150,2
56713,3
17688,1
1936,2
65205,2
52385,0
43894,2
44199,1
20643,3
7893,4
12534,0
78064,1
20059,2
89953,3
57309,2
6154,0
8983,1
64784,1
64343,0
40904,1
78371,2
54338,1
83295,2
27444,2
72400,4
35828,0
49249,1
36814,0
10109,1
69980,2
92339,2
40434,2
72915,0
42053,2
10440,1
43368,0
10622,3
13976,0
132,0
20056,4
76982,3
88049,0
84650,4
77835,1
11918,0
81879,1
88074,0
30498,2
65913,1
42608,2
65991,2
93806,3
81410,2
32954,1
25943,2
95378,1
74358,2
35108,1
81857,2
35092,4
76429,1
70875,2
62783,2
42013,4
91073,2
34987,1
66846,2
5965,2
84352,0
29661,1
17622,1
57136,3
7243,3
71113,4
35322,2
91068,1
75668,3
66149,2
32494,4
53653,5
60712,0
2716,1
73269,0
70541,1
1657,2
30477,3
32776,4
57193,0
20157,2
82470,1
87584,2
7636,0
34179,1
36664,1
14097,2
71801,0
83342,2
70700,0
48271,1
23761,3
81435,0
10745,2
88993,3
11454,0
73287,1
3352,2
14551,1
64175,2
78177,1
32799,1
29961,1
94579,1
80685,2
14498,5
61616,2
61971,2
4833,3
35752,0
50593,2
44588,1
84535,3
66210,1
47014,4
65771,1
60203,1
72876,0
79930,3
73643,4
86613,2
27606,5
92138,2
82256,2
75707,1
6090,3
2112,3
86830,0
52065,1
15758,4
50111,3
2340,2
81606,2
54577,0
72715,0
27112,2
14911,2
710,4
22906,2
22455,2
77187,2
71785,2
37021,2
12020,0
28280,2
10135,1
83543,1
50523,1
81038,0
89353,1
13923,2
15998,2
25168,2
26690,1
96117,1
92516,0
17121,0
71543,4
58394,5
9863,4
90152,2
93495,0
11095,2
65668,2
86726,2
41048,1
93692,0
51183,3
14774,3
22280,0
40456,4
68835,0
26640,2
62576,1
21440,2
90741,2
27852,4
69655,1
67412,1
83828,1
89821,2
58713,2
68910,2
9388,3
73105,0
72309,2
48465,0
14557,3
63930,2
31578,2
19898,4
63831,2
9264,0
2756,2
91007,2
33987,1
68017,2
1376,3
58461,0
67480,1
91922,2
5022,1
45461,3
76009,2
2835,3
70183,1
69532,2
14566,2
8101,5
11704,3
10541,2
66435,0
72348,1
33161,2
4075,1
68898,2
68137,2
91394,1
30171,3
43980,2
62179,1
85175,0
40761,1
70296,2
44340,3
625,2
63736,1
21880,0
39552,1
79981,1
57598,1
22466,1
88699,0
80352,1
39601,0
1872,2
61122,1
24058,2
10103,2
90944,2
79304,2
2429,0
24835,1
26916,1
26151,2
76106,1
95769,1
88084,2
80428,1
80486,1
71344,5
54926,0
80780,0
84787,1
9218,2
65942,0
74407,2
37362,2
76418,1
77063,4
76016,3
59797,2
86223,3
73768,2
81208,2
16381,2
53109,0
95154,2
62824,2
58103,4
28192,1
31030,3
85719,2
70400,3
5765,1
77385,1
57714,0
93591,2
34534,0
23289,1
36381,2
28147,0
96089,0
57949,1
69867,2
84616,3
92829,0
57761,3
83640,3
13844,4
27834,0
7511,3
78110,2
18481,0
63479,0
7252,2
77249,2
82069,2
73716,4
66409,0
1320,2
7364,0
93382,2
84115,2
9498,3
80967,2
85764,3
41968,2
36201,0
12869,1
71063,1
33852,2
80459,1
32194,5
30459,3
42887,2
8179,5
7498,5
3774,1
92433,3
31734,0
85250,2
26588,1
94864,2
95177,1
95929,0
41967,1
71610,1
49896,3
74130,3
59250,0
62320,4
85340,2
46304,1
34126,0
47501,5
78071,2
55106,1
54394,2
36166,1
37288,2
43762,4
12871,2
62668,2
51773,2
61717,1
1418,1
24677,1
28099,1
7548,0
95076,2
87300,0
62764,1
16508,5
85152,4
43729,0
55627,4
5334,6
33238,1
57713,0
15917,3
40710,4
25757,4
26708,1
28885,1
50884,4
44327,3
53544,1
31766,0
65704,1
15007,1
25581,2
91874,1
95166,0
6486,0
81604,2
2982,3
80105,0
60848,2
91945,2
50574,4
41775,2
89093,2
79272,4
83940,0
83531,1
63394,2
28556,0
79892,2
41817,2
32055,1
22627,1
26703,2
11240,2
58181,2
48197,2
44176,4
12095,2
78938,0
55375,4
42083,2
62248,0
93887,1
43380,1
79264,2
81631,4
9409,4
83611,0
53287,2
45946,3
29670,0
15226,3
74900,4
15210,0
59518,2
51925,2
79047,3
40213,3
80900,2
7415,1
65428,0
55422,0
6242,3
74128,2
85761,0
21659,0
60601,1
4259,0
64215,0
91215,2
21357,1
74231,6
90096,2
18816,1
53856,3
65405,1
7533,3
520,3
60135,2
63473,2
48533,4
56022,3
3601,2
12022,1
59423,0
52412,2
50068,3
80595,1
31912,3
28131,2
41120,0
31268,1
92001,3
5681,2
2170,1
12480,2
73661,0
28061,0
85382,3
31721,2
58442,1
80077,0
17776,2
61721,5
34159,3
13211,2
55282,2
7158,2
79450,2
18800,2
63750,0
325,2
60465,2
77477,2
57579,1
87746,2
79593,1
